FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
48337,Montague,Texas,US,17/08/2020 4:27,33.67521893,-97.72500958,86,2,0,84,"Montague, Texas, US",433.9489353,2.325581395
48339,Montgomery,Texas,US,17/08/2020 4:27,30.30079133,-95.50572772,6957,103,0,6854,"Montgomery, Texas, US",1145.390696,1.480523214
48341,Moore,Texas,US,17/08/2020 4:27,35.83769242,-101.8930281,1082,14,0,1068,"Moore, Texas, US",5167.144222,1.293900185
48343,Morris,Texas,US,17/08/2020 4:27,33.11304005,-94.73255695,134,3,0,131,"Morris, Texas, US",1081.69196,2.23880597
48345,Motley,Texas,US,17/08/2020 4:27,34.07408766,-100.779722,6,0,0,6,"Motley, Texas, US",500,0
48347,Nacogdoches,Texas,US,17/08/2020 4:27,31.62017125,-94.61803994,1202,43,0,1159,"Nacogdoches, Texas, US",1843.445187,3.577371048
48349,Navarro,Texas,US,17/08/2020 4:27,32.04620681,-96.47428766,942,11,0,931,"Navarro, Texas, US",1879.751761,1.167728238
48351,Newton,Texas,US,17/08/2020 4:27,30.78548982,-93.74408813,124,4,0,120,"Newton, Texas, US",912.1000368,3.225806452
48353,Nolan,Texas,US,17/08/2020 4:27,32.30365282,-100.4060208,140,3,0,137,"Nolan, Texas, US",951.4747859,2.142857143
48355,Nueces,Texas,US,17/08/2020 4:27,27.736286,-97.5433285,17044,287,0,16757,"Nueces, Texas, US",4704.466538,1.683877024
48357,Ochiltree,Texas,US,17/08/2020 4:27,36.27829105,-100.8158184,100,2,0,98,"Ochiltree, Texas, US",1016.673444,2
48359,Oldham,Texas,US,17/08/2020 4:27,35.40425596,-102.6027606,14,1,0,13,"Oldham, Texas, US",662.8787879,7.142857143
48361,Orange,Texas,US,17/08/2020 4:27,30.11879481,-93.89412775,1579,29,0,1550,"Orange, Texas, US",1893.376181,1.836605446
48363,Palo Pinto,Texas,US,17/08/2020 4:27,32.75310985,-98.31319001,347,10,0,337,"Palo Pinto, Texas, US",1188.804002,2.88184438
48365,Panola,Texas,US,17/08/2020 4:27,32.1639596,-94.30552481,301,18,0,283,"Panola, Texas, US",1297.749418,5.980066445
48367,Parker,Texas,US,17/08/2020 4:27,32.77757172,-97.80500621,1401,20,0,1381,"Parker, Texas, US",980.5568387,1.427551749
48369,Parmer,Texas,US,17/08/2020 4:27,34.52993409,-102.7844668,360,7,0,353,"Parmer, Texas, US",3748.047892,1.944444444
48371,Pecos,Texas,US,17/08/2020 4:27,30.78097267,-102.7241261,258,2,0,256,"Pecos, Texas, US",1630.537825,0.775193798
48373,Polk,Texas,US,17/08/2020 4:27,30.79472531,-94.8276624,769,14,0,755,"Polk, Texas, US",1497.478239,1.820546164
48375,Potter,Texas,US,17/08/2020 4:27,35.40133773,-101.893964,3802,46,0,3756,"Potter, Texas, US",3238.087127,1.209889532
48377,Presidio,Texas,US,17/08/2020 4:27,29.99954402,-104.2408079,49,4,0,45,"Presidio, Texas, US",730.9069212,8.163265306
48379,Rains,Texas,US,17/08/2020 4:27,32.87109387,-95.79232691,54,1,0,53,"Rains, Texas, US",431.5167013,1.851851852
48381,Randall,Texas,US,17/08/2020 4:27,34.96585996,-101.8971322,1899,25,0,1874,"Randall, Texas, US",1378.954783,1.316482359
48383,Reagan,Texas,US,17/08/2020 4:27,31.36607041,-101.5232659,66,4,0,62,"Reagan, Texas, US",1714.731099,6.060606061
48385,Real,Texas,US,17/08/2020 4:27,29.83321503,-99.82018052,91,2,0,89,"Real, Texas, US",2636.152955,2.197802198
48387,Red River,Texas,US,17/08/2020 4:27,33.61886692,-95.04841765,141,12,0,129,"Red River, Texas, US",1172.752225,8.510638298
48389,Reeves,Texas,US,17/08/2020 4:27,31.32323325,-103.6903896,152,5,0,147,"Reeves, Texas, US",951.4271407,3.289473684
48391,Refugio,Texas,US,17/08/2020 4:27,28.3238976,-97.15766311,243,9,0,234,"Refugio, Texas, US",3497.409326,3.703703704
48393,Roberts,Texas,US,17/08/2020 4:27,35.83809685,-100.813175,6,0,0,6,"Roberts, Texas, US",702.5761124,0
48395,Robertson,Texas,US,17/08/2020 4:27,31.02539637,-96.51272246,239,3,0,236,"Robertson, Texas, US",1399.789153,1.255230126
48397,Rockwall,Texas,US,17/08/2020 4:27,32.89779518,-96.40771592,1105,15,0,1090,"Rockwall, Texas, US",1053.23357,1.357466063
48399,Runnels,Texas,US,17/08/2020 4:27,31.8314342,-99.97616148,152,2,0,150,"Runnels, Texas, US",1480.904131,1.315789474
48401,Rusk,Texas,US,17/08/2020 4:27,32.10773545,-94.76176432,398,2,0,396,"Rusk, Texas, US",731.5369628,0.502512563
48403,Sabine,Texas,US,17/08/2020 4:27,31.34318809,-93.85440451,65,6,0,59,"Sabine, Texas, US",616.5812939,9.230769231
48405,San Augustine,Texas,US,17/08/2020 4:27,31.39457611,-94.17000399,178,11,0,167,"San Augustine, Texas, US",2160.98094,6.179775281
48407,San Jacinto,Texas,US,17/08/2020 4:27,30.57933681,-95.16260304,187,8,0,179,"San Jacinto, Texas, US",647.9781004,4.278074866
48409,San Patricio,Texas,US,17/08/2020 4:27,28.00880118,-97.51763891,1114,34,0,1080,"San Patricio, Texas, US",1669.414057,3.052064632
48411,San Saba,Texas,US,17/08/2020 4:27,31.1577796,-98.81758731,27,0,0,27,"San Saba, Texas, US",445.912469,0
48413,Schleicher,Texas,US,17/08/2020 4:27,30.89740592,-100.5384842,36,1,0,35,"Schleicher, Texas, US",1288.936627,2.777777778
48415,Scurry,Texas,US,17/08/2020 4:27,32.74613808,-100.9162664,505,2,0,503,"Scurry, Texas, US",3023.408968,0.396039604
48417,Shackelford,Texas,US,17/08/2020 4:27,32.73587756,-99.35401337,19,0,0,19,"Shackelford, Texas, US",581.9295559,0
48419,Shelby,Texas,US,17/08/2020 4:27,31.79211404,-94.14550696,411,18,0,393,"Shelby, Texas, US",1626.177099,4.379562044
48421,Sherman,Texas,US,17/08/2020 4:27,36.27751473,-101.8933156,44,0,0,44,"Sherman, Texas, US",1455.989411,0
48423,Smith,Texas,US,17/08/2020 4:27,32.37474036,-95.2717568,2750,34,0,2716,"Smith, Texas, US",1181.520165,1.236363636
48425,Somervell,Texas,US,17/08/2020 4:27,32.22236802,-97.77403489,85,0,0,85,"Somervell, Texas, US",931.2007011,0
48427,Starr,Texas,US,17/08/2020 4:27,26.56150059,-98.73892358,2422,93,0,2329,"Starr, Texas, US",3747.311745,3.839801817
48429,Stephens,Texas,US,17/08/2020 4:27,32.73553157,-98.83631615,131,3,0,128,"Stephens, Texas, US",1398.676062,2.290076336
48431,Sterling,Texas,US,17/08/2020 4:27,31.82781912,-101.0500746,1,0,0,1,"Sterling, Texas, US",77.45933385,0
48433,Stonewall,Texas,US,17/08/2020 4:27,33.17906744,-100.2538401,7,0,0,7,"Stonewall, Texas, US",518.5185185,0
48435,Sutton,Texas,US,17/08/2020 4:27,30.49856623,-100.5382014,68,1,0,67,"Sutton, Texas, US",1800.847458,1.470588235
48437,Swisher,Texas,US,17/08/2020 4:27,34.53028891,-101.7349174,83,3,0,80,"Swisher, Texas, US",1122.076518,3.614457831
48439,Tarrant,Texas,US,17/08/2020 4:27,32.77143818,-97.29101614,35310,504,0,34806,"Tarrant, Texas, US",1679.417269,1.427357689
48441,Taylor,Texas,US,17/08/2020 4:27,32.30163422,-99.89007449,1156,29,0,1127,"Taylor, Texas, US",837.474825,2.508650519
48443,Terrell,Texas,US,17/08/2020 4:27,30.22429013,-102.0766732,2,0,0,2,"Terrell, Texas, US",257.7319588,0
48445,Terry,Texas,US,17/08/2020 4:27,33.17402785,-102.3354521,173,2,0,171,"Terry, Texas, US",1402.285807,1.156069364
48447,Throckmorton,Texas,US,17/08/2020 4:27,33.17751417,-99.21226795,4,2,0,2,"Throckmorton, Texas, US",266.4890073,50
48449,Titus,Texas,US,17/08/2020 4:27,33.21339719,-94.96797273,1397,17,0,1380,"Titus, Texas, US",4265.648855,1.216893343
48451,Tom Green,Texas,US,17/08/2020 4:27,31.40464436,-100.462443,2903,34,0,2869,"Tom Green, Texas, US",2435.402685,1.171202205
48453,Travis,Texas,US,17/08/2020 4:27,30.33432034,-97.7853562,24144,335,0,23809,"Travis, Texas, US",1895.201868,1.387508284
48455,Trinity,Texas,US,17/08/2020 4:27,31.0879489,-95.1367187,163,4,0,159,"Trinity, Texas, US",1112.552044,2.45398773
48457,Tyler,Texas,US,17/08/2020 4:27,30.77031716,-94.37690895,146,3,0,143,"Tyler, Texas, US",673.6803248,2.054794521
90048,Unassigned,Texas,US,17/08/2020 4:27,n/a,n/a,0,0,0,0,"Unassigned, Texas, US",n/a,n/a
48459,Upshur,Texas,US,17/08/2020 4:27,32.73706798,-94.93999853,267,2,0,265,"Upshur, Texas, US",639.4750078,0.74906367
48461,Upton,Texas,US,17/08/2020 4:27,31.36868194,-102.0423217,16,1,0,15,"Upton, Texas, US",437.5170905,6.25
48463,Uvalde,Texas,US,17/08/2020 4:27,29.35739637,-99.76229172,595,12,0,583,"Uvalde, Texas, US",2225.04768,2.016806723
48465,Val Verde,Texas,US,17/08/2020 4:27,29.89149232,-101.1525205,1693,49,0,1644,"Val Verde, Texas, US",3453.340133,2.894270526
48467,Van Zandt,Texas,US,17/08/2020 4:27,32.56483801,-95.83766469,446,8,0,438,"Van Zandt, Texas, US",788.1251104,1.793721973
48469,Victoria,Texas,US,17/08/2020 4:27,28.79780988,-96.96813006,3584,57,0,3527,"Victoria, Texas, US",3892.098519,1.590401786
48471,Walker,Texas,US,17/08/2020 4:27,30.73872995,-95.57440968,3189,43,0,3146,"Walker, Texas, US",4370.229269,1.348385074
48473,Waller,Texas,US,17/08/2020 4:27,30.01058447,-95.99011759,526,5,0,521,"Waller, Texas, US",952.1051298,0.950570342
48475,Ward,Texas,US,17/08/2020 4:27,31.50999644,-103.0927909,99,1,0,98,"Ward, Texas, US",825.1375229,1.01010101
48477,Washington,Texas,US,17/08/2020 4:27,30.21498498,-96.40946246,526,41,0,485,"Washington, Texas, US",1465.916058,7.794676806
48479,Webb,Texas,US,17/08/2020 4:27,27.7610369,-99.33237355,9552,193,0,9359,"Webb, Texas, US",3452.713156,2.020519263
48481,Wharton,Texas,US,17/08/2020 4:27,29.27765923,-96.22319248,1019,30,0,989,"Wharton, Texas, US",2452.112812,2.944062807
48483,Wheeler,Texas,US,17/08/2020 4:27,35.40114335,-100.2699514,36,0,0,36,"Wheeler, Texas, US",712.0253165,0
48485,Wichita,Texas,US,17/08/2020 4:27,33.98842886,-98.7041034,1117,12,0,1105,"Wichita, Texas, US",844.7402254,1.074306177
48487,Wilbarger,Texas,US,17/08/2020 4:27,34.07945812,-99.24178437,78,1,0,77,"Wilbarger, Texas, US",610.854413,1.282051282
48489,Willacy,Texas,US,17/08/2020 4:27,26.47411727,-97.61535848,767,30,0,737,"Willacy, Texas, US",3591.160221,3.911342894
48491,Williamson,Texas,US,17/08/2020 4:27,30.64655664,-97.6004854,7330,103,0,7227,"Williamson, Texas, US",1241.213714,1.405184175
48493,Wilson,Texas,US,17/08/2020 4:27,29.1732598,-98.08693082,499,20,0,479,"Wilson, Texas, US",977.0902683,4.008016032
48495,Winkler,Texas,US,17/08/2020 4:27,31.85008651,-103.0485163,88,1,0,87,"Winkler, Texas, US",1098.626717,1.136363636
48497,Wise,Texas,US,17/08/2020 4:27,33.21570665,-97.65460265,536,10,0,526,"Wise, Texas, US",765.8893461,1.865671642
48499,Wood,Texas,US,17/08/2020 4:27,32.78722382,-95.38236368,360,9,0,351,"Wood, Texas, US",790.531193,2.5
48501,Yoakum,Texas,US,17/08/2020 4:27,33.17320212,-102.8276433,124,3,0,121,"Yoakum, Texas, US",1423.160794,2.419354839
48503,Young,Texas,US,17/08/2020 4:27,33.17659707,-98.68790885,200,6,0,194,"Young, Texas, US",1110.49417,3
48505,Zapata,Texas,US,17/08/2020 4:27,27.00156391,-99.16987152,203,3,0,200,"Zapata, Texas, US",1431.69476,1.477832512
48507,Zavala,Texas,US,17/08/2020 4:27,28.86617238,-99.76050829,243,6,0,237,"Zavala, Texas, US",2052.364865,2.469135802
n/a,Bear River,Utah,US,17/08/2020 4:27,41.52106798,-113.0832816,2393,7,0,2386,"Bear River, Utah, US",1280.925821,0.29251985
n/a,Central Utah,Utah,US,17/08/2020 4:27,39.37231946,-111.5758676,454,3,0,451,"Central Utah, Utah, US",553.9692999,0.660792952
49011,Davis,Utah,US,17/08/2020 4:27,40.99001837,-112.1139997,3414,21,0,3393,"Davis, Utah, US",960.3888815,0.615114236
49035,Salt Lake,Utah,US,17/08/2020 4:27,40.66616532,-111.9216011,21771,211,0,21560,"Salt Lake, Utah, US",1876.103571,0.969179183
49037,San Juan,Utah,US,17/08/2020 4:27,37.62762978,-109.8033714,653,26,0,627,"San Juan, Utah, US",4265.743402,3.981623277
n/a,Southeast Utah,Utah,US,17/08/2020 4:27,38.99617072,-110.7013958,117,1,0,116,"Southeast Utah, Utah, US",290.8349698,0.854700855
n/a,Southwest Utah,Utah,US,17/08/2020 4:27,37.85447192,-111.4418764,3321,26,0,3295,"Southwest Utah, Utah, US",1317.637537,0.782896718
49043,Summit,Utah,US,17/08/2020 4:27,40.86688146,-110.9535882,733,1,0,732,"Summit, Utah, US",1739.233598,0.136425648
49045,Tooele,Utah,US,17/08/2020 4:27,40.44862644,-113.1295715,618,0,0,618,"Tooele, Utah, US",855.2567846,0
n/a,TriCounty,Utah,US,17/08/2020 4:27,40.12491499,-109.5174415,190,0,0,190,"TriCounty, Utah, US",335.5586168,0
90049,Unassigned,Utah,US,17/08/2020 4:27,n/a,n/a,0,0,0,0,"Unassigned, Utah, US",n/a,n/a
49049,Utah,Utah,US,17/08/2020 4:27,40.1166722,-111.6657662,9398,38,0,9360,"Utah, Utah, US",1477.127162,0.404341349
49051,Wasatch,Utah,US,17/08/2020 4:27,40.33110236,-111.1691419,598,4,0,594,"Wasatch, Utah, US",1754.128656,0.668896321
n/a,Weber-Morgan,Utah,US,17/08/2020 4:27,41.27116049,-111.9145117,2992,25,0,2967,"Weber-Morgan, Utah, US",1098.638819,0.835561497
50001,Addison,Vermont,US,17/08/2020 4:27,44.03217337,-73.14130877,76,2,0,74,"Addison, Vermont, US",206.6508959,2.631578947
50003,Bennington,Vermont,US,17/08/2020 4:27,43.03519828,-73.09048868,92,1,0,91,"Bennington, Vermont, US",259.374119,1.086956522
50005,Caledonia,Vermont,US,17/08/2020 4:27,44.46548598,-72.10314651,29,0,0,29,"Caledonia, Vermont, US",96.68922749,0
50007,Chittenden,Vermont,US,17/08/2020 4:27,44.46322849,-73.08359212,756,39,0,717,"Chittenden, Vermont, US",461.6117332,5.158730159
50009,Essex,Vermont,US,17/08/2020 4:27,44.72736416,-71.73579864,6,0,0,6,"Essex, Vermont, US",97.35518416,0
50011,Franklin,Vermont,US,17/08/2020 4:27,44.85627605,-72.91249563,121,7,0,114,"Franklin, Vermont, US",244.9293551,5.785123967
50013,Grand Isle,Vermont,US,17/08/2020 4:27,44.7975824,-73.29679772,13,0,0,13,"Grand Isle, Vermont, US",179.6821009,0
50015,Lamoille,Vermont,US,17/08/2020 4:27,44.60353043,-72.64356694,43,1,0,42,"Lamoille, Vermont, US",169.5449886,2.325581395
50017,Orange,Vermont,US,17/08/2020 4:27,44.00470222,-72.37640104,17,0,0,17,"Orange, Vermont, US",58.83981725,0
50019,Orleans,Vermont,US,17/08/2020 4:27,44.82964024,-72.24562697,15,0,0,15,"Orleans, Vermont, US",55.47952805,0
50021,Rutland,Vermont,US,17/08/2020 4:27,43.57723578,-73.03741676,101,1,0,100,"Rutland, Vermont, US",173.5663591,0.99009901
90050,Unassigned,Vermont,US,17/08/2020 4:27,n/a,n/a,8,0,0,8,"Unassigned, Vermont, US",n/a,0
50023,Washington,Vermont,US,17/08/2020 4:27,44.27343241,-72.61604978,58,2,0,56,"Washington, Vermont, US",99.29976545,3.448275862
50025,Windham,Vermont,US,17/08/2020 4:27,42.986982,-72.71268875,105,3,0,102,"Windham, Vermont, US",248.6855194,2.857142857
50027,Windsor,Vermont,US,17/08/2020 4:27,43.58010937,-72.58595157,75,2,0,73,"Windsor, Vermont, US",136.2100904,2.666666667
78,n/a,Virgin Islands,US,17/08/2020 4:27,18.3358,-64.8963,741,9,0,732,"Virgin Islands, US",690.7931536,1.214574899
51001,Accomack,Virginia,US,17/08/2020 4:27,37.76707161,-75.63234615,1123,17,0,1106,"Accomack, Virginia, US",3475.058794,1.513802315
51003,Albemarle,Virginia,US,17/08/2020 4:27,38.02080697,-78.55481085,906,16,0,890,"Albemarle, Virginia, US",828.6838013,1.766004415
51510,Alexandria,Virginia,US,17/08/2020 4:27,38.814003,-77.08183073,3104,61,0,3043,"Alexandria, Virginia, US",1946.960383,1.965206186
51005,Alleghany,Virginia,US,17/08/2020 4:27,37.78636074,-80.00222498,60,4,0,56,"Alleghany, Virginia, US",403.7685061,6.666666667
51007,Amelia,Virginia,US,17/08/2020 4:27,37.34081025,-77.98584649,85,2,0,83,"Amelia, Virginia, US",646.633701,2.352941176
51009,Amherst,Virginia,US,17/08/2020 4:27,37.60308293,-79.14548696,219,1,0,218,"Amherst, Virginia, US",692.9283341,0.456621005
51011,Appomattox,Virginia,US,17/08/2020 4:27,37.37569884,-78.81340003,103,0,0,103,"Appomattox, Virginia, US",647.3508893,0
51013,Arlington,Virginia,US,17/08/2020 4:27,38.8767675,-77.10139853,3229,135,0,3094,"Arlington, Virginia, US",1363.356161,4.180860948
51015,Augusta,Virginia,US,17/08/2020 4:27,38.16404586,-79.12461614,310,4,0,306,"Augusta, Virginia, US",410.2808439,1.290322581
51017,Bath,Virginia,US,17/08/2020 4:27,38.05852573,-79.73912095,4,0,0,4,"Bath, Virginia, US",96.45526887,0
51019,Bedford,Virginia,US,17/08/2020 4:27,37.3080028,-79.5281964,414,8,0,406,"Bedford, Virginia, US",524.0705343,1.93236715
51021,Bland,Virginia,US,17/08/2020 4:27,37.13128068,-81.13599391,31,0,0,31,"Bland, Virginia, US",493.6305732,0
51023,Botetourt,Virginia,US,17/08/2020 4:27,37.55531756,-79.80982182,220,7,0,213,"Botetourt, Virginia, US",658.3081481,3.181818182
51520,Bristol,Virginia,US,17/08/2020 4:27,36.6163024,-82.16359122,92,0,0,92,"Bristol, Virginia, US",548.8605178,0
51025,Brunswick,Virginia,US,17/08/2020 4:27,36.76366949,-77.8593436,247,2,0,245,"Brunswick, Virginia, US",1521.779311,0.809716599
51027,Buchanan,Virginia,US,17/08/2020 4:27,37.26818323,-82.03749726,84,1,0,83,"Buchanan, Virginia, US",399.923824,1.19047619
51029,Buckingham,Virginia,US,17/08/2020 4:27,37.57242268,-78.52518834,617,8,0,609,"Buckingham, Virginia, US",3598.08724,1.296596434
51530,Buena Vista,Virginia,US,17/08/2020 4:27,37.73484642,-79.35296097,65,1,0,64,"Buena Vista, Virginia, US",1003.39611,1.538461538
51031,Campbell,Virginia,US,17/08/2020 4:27,37.20553386,-79.09678609,251,3,0,248,"Campbell, Virginia, US",457.3198506,1.195219124
51033,Caroline,Virginia,US,17/08/2020 4:27,38.02679129,-77.34901405,228,5,0,223,"Caroline, Virginia, US",742.0667209,2.192982456
51035,Carroll,Virginia,US,17/08/2020 4:27,36.73066666,-80.73455942,341,14,0,327,"Carroll, Virginia, US",1144.640999,4.105571848
51036,Charles City,Virginia,US,17/08/2020 4:27,37.35358063,-77.05634116,55,5,0,50,"Charles City, Virginia, US",789.8894155,9.090909091
51037,Charlotte,Virginia,US,17/08/2020 4:27,37.01909701,-78.66314092,58,0,0,58,"Charlotte, Virginia, US",488.2154882,0
51540,Charlottesville,Virginia,US,17/08/2020 4:27,38.03527919,-78.48569588,560,15,0,545,"Charlottesville, Virginia, US",1184.783988,2.678571429
51550,Chesapeake,Virginia,US,17/08/2020 4:27,36.67670048,-76.30545744,3258,41,0,3217,"Chesapeake, Virginia, US",1330.692099,1.258440761
51041,Chesterfield,Virginia,US,17/08/2020 4:27,37.37373208,-77.5868014,4621,80,0,4541,"Chesterfield, Virginia, US",1309.799831,1.731227007
51043,Clarke,Virginia,US,17/08/2020 4:27,39.11271747,-77.99199425,74,0,0,74,"Clarke, Virginia, US",506.1905739,0
51570,Colonial Heights,Virginia,US,17/08/2020 4:27,37.26420587,-77.39609676,206,22,0,184,"Colonial Heights, Virginia, US",1185.952792,10.67961165
51580,Covington,Virginia,US,17/08/2020 4:27,37.7824656,-79.98631446,13,0,0,13,"Covington, Virginia, US",234.741784,0
51045,Craig,Virginia,US,17/08/2020 4:27,37.48133648,-80.21072274,19,0,0,19,"Craig, Virginia, US",370.2981875,0
51047,Culpeper,Virginia,US,17/08/2020 4:27,38.48199985,-77.9563087,1039,12,0,1027,"Culpeper, Virginia, US",1975.097424,1.154956689
51049,Cumberland,Virginia,US,17/08/2020 4:27,37.51328851,-78.24398086,81,0,0,81,"Cumberland, Virginia, US",815.5457108,0
51590,Danville,Virginia,US,17/08/2020 4:27,36.58022376,-79.40395668,465,8,0,457,"Danville, Virginia, US",1161.222655,1.720430108
51051,Dickenson,Virginia,US,17/08/2020 4:27,37.12560977,-82.35124171,52,1,0,51,"Dickenson, Virginia, US",363.179215,1.923076923
51053,Dinwiddie,Virginia,US,17/08/2020 4:27,37.07544585,-77.63451754,238,7,0,231,"Dinwiddie, Virginia, US",833.8004484,2.941176471
51595,Emporia,Virginia,US,17/08/2020 4:27,36.69455571,-77.53406129,188,15,0,173,"Emporia, Virginia, US",3516.647961,7.978723404
51057,Essex,Virginia,US,17/08/2020 4:27,37.93357639,-76.94230311,108,1,0,107,"Essex, Virginia, US",986.0312243,0.925925926
51059,Fairfax,Virginia,US,17/08/2020 4:27,38.83677558,-77.27565836,16995,533,0,16462,"Fairfax, Virginia, US",1481.004451,3.136216534
51600,Fairfax City,Virginia,US,17/08/2020 4:27,38.85157547,-77.2977964,103,7,0,96,"Fairfax City, Virginia, US",428.8271785,6.796116505
51610,Falls Church,Virginia,US,17/08/2020 4:27,38.88485255,-77.17560759,62,6,0,56,"Falls Church, Virginia, US",424.1636451,9.677419355
51061,Fauquier,Virginia,US,17/08/2020 4:27,38.73564842,-77.80647472,638,9,0,629,"Fauquier, Virginia, US",895.7906265,1.410658307
51063,Floyd,Virginia,US,17/08/2020 4:27,36.9302126,-80.36738849,112,2,0,110,"Floyd, Virginia, US",711.1562639,1.785714286
51065,Fluvanna,Virginia,US,17/08/2020 4:27,37.84157909,-78.27715475,202,9,0,193,"Fluvanna, Virginia, US",740.7407407,4.455445545
51067,Franklin,Virginia,US,17/08/2020 4:27,36.99536167,-79.88023649,182,1,0,181,"Franklin, Virginia, US",324.7564327,0.549450549
51620,Franklin City,Virginia,US,17/08/2020 4:27,36.6831435,-76.93859681,210,6,0,204,"Franklin City, Virginia, US",2635.872976,2.857142857
51069,Frederick,Virginia,US,17/08/2020 4:27,39.20172582,-78.25974949,698,10,0,688,"Frederick, Virginia, US",781.5211671,1.432664756
51630,Fredericksburg,Virginia,US,17/08/2020 4:27,38.2977863,-77.4922454,428,4,0,424,"Fredericksburg, Virginia, US",1474.032236,0.934579439
51640,Galax,Virginia,US,17/08/2020 4:27,36.66601852,-80.91703124,353,27,0,326,"Galax, Virginia, US",5561.682685,7.648725212
51071,Giles,Virginia,US,17/08/2020 4:27,37.31234791,-80.70636931,32,0,0,32,"Giles, Virginia, US",191.3875598,0
51073,Gloucester,Virginia,US,17/08/2020 4:27,37.40809042,-76.53524337,175,2,0,173,"Gloucester, Virginia, US",468.5659205,1.142857143
51075,Goochland,Virginia,US,17/08/2020 4:27,37.71714806,-77.90381514,172,7,0,165,"Goochland, Virginia, US",724.1190586,4.069767442
51077,Grayson,Virginia,US,17/08/2020 4:27,36.65677234,-81.23215889,165,5,0,160,"Grayson, Virginia, US",1061.093248,3.03030303
51079,Greene,Virginia,US,17/08/2020 4:27,38.29545894,-78.46525378,177,2,0,175,"Greene, Virginia, US",893.0823957,1.129943503
51081,Greensville,Virginia,US,17/08/2020 4:27,36.67878901,-77.56351439,570,11,0,559,"Greensville, Virginia, US",5028.228652,1.929824561
51083,Halifax,Virginia,US,17/08/2020 4:27,36.76654925,-78.93512622,169,2,0,167,"Halifax, Virginia, US",498.3633629,1.183431953
51650,Hampton,Virginia,US,17/08/2020 4:27,37.03513786,-76.35879121,1337,9,0,1328,"Hampton, Virginia, US",993.9781429,0.673148841
51085,Hanover,Virginia,US,17/08/2020 4:27,37.7583355,-77.49464673,700,33,0,667,"Hanover, Virginia, US",649.5555184,4.714285714
51660,Harrisonburg,Virginia,US,17/08/2020 4:27,38.43542574,-78.87536254,1099,31,0,1068,"Harrisonburg, Virginia, US",2072.959107,2.820746133
51087,Henrico,Virginia,US,17/08/2020 4:27,37.53460572,-77.39326555,4109,187,0,3922,"Henrico, Virginia, US",1242.07268,4.550985641
51089,Henry,Virginia,US,17/08/2020 4:27,36.68542395,-79.87634026,672,9,0,663,"Henry, Virginia, US",1329.192792,1.339285714
51091,Highland,Virginia,US,17/08/2020 4:27,38.35799465,-79.56124594,6,0,0,6,"Highland, Virginia, US",273.9726027,0
51670,Hopewell,Virginia,US,17/08/2020 4:27,37.29186313,-77.29754684,291,5,0,286,"Hopewell, Virginia, US",1291.668516,1.718213058
51093,Isle of Wight,Virginia,US,17/08/2020 4:27,36.90579348,-76.70842863,431,9,0,422,"Isle of Wight, Virginia, US",1161.443316,2.088167053
51095,James City,Virginia,US,17/08/2020 4:27,37.31156958,-76.76950618,641,17,0,624,"James City, Virginia, US",837.6566522,2.652106084
51099,King George,Virginia,US,17/08/2020 4:27,38.26818502,-77.15852768,167,4,0,163,"King George, Virginia, US",622.2984051,2.395209581
51101,King William,Virginia,US,17/08/2020 4:27,37.70965316,-77.09384941,102,2,0,100,"King William, Virginia, US",594.8215535,1.960784314
51097,King and Queen,Virginia,US,17/08/2020 4:27,37.71044922,-76.88689628,42,1,0,41,"King and Queen, Virginia, US",597.8647687,2.380952381
51103,Lancaster,Virginia,US,17/08/2020 4:27,37.71889653,-76.46400482,49,0,0,49,"Lancaster, Virginia, US",462.1333585,0
51105,Lee,Virginia,US,17/08/2020 4:27,36.70586667,-83.12606515,148,2,0,146,"Lee, Virginia, US",631.8575759,1.351351351
51678,Lexington,Virginia,US,17/08/2020 4:27,37.78258621,-79.44262866,36,0,0,36,"Lexington, Virginia, US",483.4810637,0
51107,Loudoun,Virginia,US,17/08/2020 4:27,39.08990083,-77.63481877,5511,115,0,5396,"Loudoun, Virginia, US",1332.646577,2.08673562
51109,Louisa,Virginia,US,17/08/2020 4:27,37.97850256,-77.96274807,204,2,0,202,"Louisa, Virginia, US",542.683089,0.980392157
51111,Lunenburg,Virginia,US,17/08/2020 4:27,36.94618528,-78.24133319,68,1,0,67,"Lunenburg, Virginia, US",557.5598557,1.470588235
51680,Lynchburg,Virginia,US,17/08/2020 4:27,37.40021399,-79.19888138,736,5,0,731,"Lynchburg, Virginia, US",895.72583,0.679347826
51113,Madison,Virginia,US,17/08/2020 4:27,38.41531222,-78.28220331,72,1,0,71,"Madison, Virginia, US",542.9454792,1.388888889
51683,Manassas,Virginia,US,17/08/2020 4:27,38.7464321,-77.48509905,1710,22,0,1688,"Manassas, Virginia, US",4162.102957,1.286549708
51685,Manassas Park,Virginia,US,17/08/2020 4:27,38.77058531,-77.44399307,535,7,0,528,"Manassas Park, Virginia, US",3060.99096,1.308411215
51690,Martinsville,Virginia,US,17/08/2020 4:27,36.68212094,-79.86352771,240,3,0,237,"Martinsville, Virginia, US",1911.741278,1.25
51115,Mathews,Virginia,US,17/08/2020 4:27,37.44164146,-76.34098896,23,0,0,23,"Mathews, Virginia, US",260.3577089,0
